ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_4HYG1H,B,44,Yes,Yes,No,Don't know,No,1200,300,500,4,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Have now,Medium
ID_JV9LHA,A,79,No,No,Yes,Yes,Yes,100000,79000,100000,40,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_IG0ZRA,D,43,No,No,No,Yes,Yes,50,120,600,6,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,Yes,NA,NA,Low
ID_YOCVVV,C,23,Don’t know or N/A,Yes,No,No,Yes,45000,20000,540000,3,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_1VGM3L,C,27,No,Yes,No,No,No,39200,150000,196000,4,NA,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,NA,No,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_9VZCZM,C,34,No,No,No,No,No,6240000,5200000,6240000,8,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,NA,Yes,Yes,No,Never had,Never had,Used to have but don't have now,Yes,NA,NA,NA,No,Never had,Never had,Low
ID_5PM7WN,D,38,No,No,Don’t know,Don't know,No,800,720,10800,20,Never had,Have now,NA,Yes,Female,No,No,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_QLQP66,B,66,Yes,No,No,Yes,Yes,97,97,97,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_OZL65X,B,53,Yes,No,No,Yes,No,400,200,700,4,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_ZQHT2X,A,32,Yes,No,No,No,Yes,1500,3500,5000,13,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,No,Yes,Yes,Have now,Never had,Have now,NA,2,Never had,Have now,NA,Used to have but don’t have now,Used to have but don’t have now,High
ID_SXKJKM,A,52,No,No,No,No,Yes,6000,1500,3000,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Low
ID_I77LX9,C,33,No,Yes,Yes,No,Yes,200000,100000,150000,2,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_UKAHYV,C,30,Don’t know or N/A,No,No,No,Yes,200000,100000,2400000,3,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,NA,Yes,No,No,Never had,Have now,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_8489R1,D,60,No,Yes,No,Don't know,Don't know,30,NA,NA,30,Never had,NA,NA,No,Female,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_KRNQQF,D,21,Yes,Don’t know or N/A,No,Don't know,Don't know,30,240,600,0,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don't know,Yes,No,Don't know,NA,NA,NA,NA,NA,NA,No,1,Never had,Never had,NA,NA,NA,Low
ID_B3W4WI,C,25,Yes,No,No,Yes,Yes,27000,3000,27000,NA,NA,Never had,No,No,Female,No,No,Never had,No,Yes,No,No,NA,Yes,No,No,Never had,Never had,Never had,No,5,NA,NA,Yes,NA,NA,Low
ID_E0HRQS,B,59,Yes,Yes,Don’t know,Don't know,Don't know,1500,600,1000,10,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Have now,Have now,Medium
ID_ARJS89,D,26,No,No,No,Don't know,Don't know,70,1200,2400,3,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_8A2VZP,A,35,Yes,Yes,No,No,No,10000,3000,8000,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,10,Never had,Never had,NA,Never had,Never had,Low
ID_7Y2ITL,A,50,No,Yes,No,No,Yes,6000,2400,72000,6,Never had,Have now,0,Yes,Male,No,Yes,Never had,No,No,No,No,Yes,Yes,NA,NA,Never had,Never had,Never had,NA,9,Never had,Never had,NA,Never had,Never had,Low
ID_FP7AH2,B,36,Yes,Don’t know or N/A,No,Don't know,Yes,97,97,97,8,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Never had,Medium
ID_NISOSZ,B,62,No,No,No,No,Yes,400,200,400,6,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_G2ML15,D,65,Yes,No,No,Don't know,No,20,20,20,20,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know,No,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_Z10VGP,D,19,Yes,No,No,Don't know,Don't know,300,2400,3600,0,Never had,NA,NA,No,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,Yes,8,Never had,Never had,NA,NA,NA,Low
ID_NS832E,A,39,Yes,Yes,No,No,Yes,600,1200,2000,0,Never had,Never had,Yes,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_O3XJVO,A,60,Yes,Yes,No,No,Yes,1500,17000,24000,12,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don't Know,Yes,No,No,No,NA,Yes,Never had,Used to have but don’t have now,Never had,NA,2,Never had,Have now,NA,Never had,Never had,Medium
ID_LF9YXA,A,55,Yes,No,Yes,No,No,280,8000,3000,12,Never had,Never had,0,Yes,Female,No,Yes,Used to have but don’t have now,"Yes, always",No,Yes,No,Yes,Yes,Yes,NA,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_3N52II,D,19,No,Yes,No,Yes,Yes,120,1440,2400,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_U4H6FQ,B,72,Yes,Yes,No,Don't know,Yes,5600,1500,3500,12,Never had,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_AE2APZ,B,49,Yes,No,No,Don't know,No,20000,97,20000,15,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Never had,Low
ID_9DCNWM,A,62,Yes,No,No,No,Yes,3500,3200,65000,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_LLYA85,B,43,Yes,No,No,No,Yes,97,97,97,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_UYK2VF,B,30,No,No,No,Don't know,Yes,97,97,97,0,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Have now,Used to have but don't have now,Low
ID_QTBF6B,B,70,Yes,No,Yes,Don't know,No,97,97,97,37,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,Used to have but don't have now,Have now,Have now,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_J42RL1,A,55,No,No,No,Yes,Yes,1500,10500,14000,33,Never had,Have now,Yes,Yes,Male,No,No,Never had,No,No,Yes,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_7YSLTD,D,38,No,Yes,No,Yes,Yes,50,480,1080,2,Never had,Have now,NA,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,1,Have now,Have now,NA,NA,NA,Medium
ID_1HFU9P,D,49,Yes,No,No,Yes,Yes,50,1800,7200,2,Never had,NA,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Medium
ID_GTUMP1,D,34,Yes,No,No,No,No,500,2400,4200,6,Never had,Have now,NA,Yes,Male,"Yes, always",Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,NA,NA,NA,Medium
ID_2MOVS0,A,53,Yes,No,Yes,No,Yes,5000,13700,1000,12,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, sometimes",No,No,No,No,Yes,NA,NA,Never had,Never had,Have now,NA,11,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,Low
ID_Q3T08A,B,50,Yes,No,Yes,No,No,8000,800,5000,10,Have now,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_9M73SL,D,41,Yes,No,No,No,No,200,1560,28800,1,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,9,Never had,Never had,NA,NA,NA,Low
ID_MTCH20,D,49,Yes,No,No,No,Yes,600,7200,9600,10,Never had,NA,Yes,Yes,Female,"Yes, always",No,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_QLLD0N,A,42,Yes,No,No,Yes,Yes,2000,2600,4800,8,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_FCR5LV,C,23,No,Yes,Yes,No,Yes,200000,40,9125000,3,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Have now,Yes,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Medium
ID_8LYMJ1,A,60,Yes,No,Yes,Yes,Yes,1500,3000,4000,7,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,4,Never had,Never had,NA,Used to have but don’t have now,Never had,Medium
ID_WE4C1V,A,36,Yes,Yes,No,Yes,No,2500,60,150,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_NFQRWU,D,39,No,No,No,No,Yes,95,NA,NA,4,Never had,NA,NA,Yes,Female,No,No,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,NA,NA,NA,Low
ID_FI53LL,A,62,No,No,No,No,No,1500,60000,96000,26,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,No,No,Yes,Yes,NA,Yes,Never had,Have now,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_3B27LA,C,45,Don’t know or N/A,Yes,No,Don't know,Don't know,120000,600000,1500000,6,NA,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_MJDIMB,A,38,No,No,Yes,No,Yes,7000,25000,30000,16,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,No,Yes,Yes,Never had,Have now,Have now,NA,1,Never had,Never had,NA,Used to have but don’t have now,Never had,Medium
ID_XT7JO0,C,39,Don’t know or N/A,No,No,No,No,80000,250000,300000,15,NA,Never had,No,Yes,Male,"Yes, always",Yes,Never had,No,No,Yes,No,NA,Yes,Yes,Yes,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Low
ID_4NXVKD,A,40,No,Yes,No,Yes,Yes,500,100,80,13,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,NA,NA,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_BUPL5R,C,25,No,No,No,No,Don't know,75000,20000,25000,3,NA,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Low
ID_YEFAPW,D,30,Yes,Yes,Yes,No,No,6000,12000,72000,5,Never had,NA,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Medium
ID_F66B9Y,D,42,No,No,No,No,Yes,80,240,3600,5,Never had,NA,NA,Yes,Female,No,Yes,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_L0DGH6,A,48,Yes,No,No,No,Yes,1500,9000,14400,1,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",Yes,No,No,Don't know,Yes,Yes,Yes,Have now,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Medium
ID_XMJBLI,B,53,Yes,Don’t know or N/A,No,Don't know,Yes,97,97,97,30,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_DXDF6Y,A,53,Yes,No,No,Yes,Yes,500,780,1500,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't Know,Don't Know,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Have now,NA,Never had,Never had,Medium
ID_QSY9IS,C,40,Yes,Yes,No,Don't know,Yes,90000,15000,25000,12,NA,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_7UPSPA,A,49,Yes,No,Yes,No,Yes,2500,10000,15000,1,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, always",No,No,No,No,Yes,Yes,Yes,Never had,Have now,Have now,NA,10,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,High
ID_RZQ6P4,D,39,Yes,No,Don’t know,Don't know,Don't know,450,420,540,4,Don't know,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Do not know / N‎/A,No,Yes,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,NA,NA,NA,Low
ID_P5MD3E,A,33,Yes,No,No,Don't know,Yes,2000,22000,27000,2,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,No,Don't know,No,Yes,Yes,Never had,Never had,Have now,NA,1,Never had,Never had,NA,Never had,Never had,Medium
ID_0YKNFU,A,37,Yes,Yes,No,Yes,Yes,500,250,900,0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,7,Never had,Never had,NA,Never had,Never had,Low
ID_WOZMLB,D,56,Yes,No,No,Don't know,Yes,600,3600,7200,15,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Used to have but don't have now,Have now,Yes,NA,NA,Medium
ID_TRPYX8,A,55,No,No,No,Yes,Yes,3200,3600,7000,1,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,NA,NA,Never had,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Medium
ID_FCM56J,C,25,No,No,No,Don't know,Don't know,1916000,150000,23000000,2,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,Yes,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Low
ID_5CD3BM,C,45,No,No,No,No,Yes,450000,180000,375000,2,NA,Have now,No,Yes,Female,"Yes, sometimes",Yes,Have now,Yes,No,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Medium
ID_A1CCYY,A,39,No,Yes,No,Yes,Yes,1500,1440,400,0,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,Don't know,Yes,NA,NA,Never had,Never had,Never had,NA,7,Never had,Never had,NA,Never had,Never had,Low
ID_05G00R,B,35,Yes,Don’t know or N/A,Yes,Don't know,Yes,97,97,97,3,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,Have now,Never had,Never had,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_U139KA,B,18,Yes,Yes,No,Yes,No,268,238,668,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Medium
ID_R66EBK,D,25,No,No,No,Don't know,Yes,50,720,1800,2,Never had,NA,NA,Yes,Female,No,No,Never had,No,Don't know,Do not know / N‎/A,No,Yes,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,Yes,NA,NA,Low
ID_LUK873,A,39,Yes,No,No,No,Yes,5600,57600,67200,3,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,No,Yes,Yes,NA,Yes,Never had,Never had,Never had,NA,11,Never had,Have now,NA,Never had,Never had,Medium
ID_SH4LV7,C,49,No,No,No,No,No,150000,14000,30000,12,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,NA,Yes,No,Yes,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_Y9PE0H,A,51,No,Yes,No,Yes,No,500,5000,1000,12,Used to have but don’t have now,Have now,Yes,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,NA,NA,Have now,Never had,Used to have but don’t have now,NA,2,Never had,Have now,NA,Never had,Have now,High
ID_FRUXTN,C,25,Don’t know or N/A,Yes,No,Don't know,Don't know,100000,18000,960000,3,NA,Never had,No,No,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_A1AT2E,C,24,Yes,No,No,Yes,No,200000,50000,15000,NA,NA,Have now,No,Yes,Female,No,Yes,Never had,Yes,No,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,No,7,NA,NA,Yes,NA,NA,Low
ID_0IV1GG,A,54,Yes,Yes,No,Yes,Yes,200,450,600,15,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_X0JYD1,D,28,Yes,No,No,No,Yes,210,840,3360,8,Never had,NA,Yes,No,Female,No,Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Never had,Yes,NA,NA,Low
ID_FRPK9V,C,22,Yes,Yes,No,No,No,650000,7000000,9000000,3,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Low
ID_5CP6XI,D,44,Yes,Yes,No,No,Yes,50,240,1800,14,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_9U7H7B,D,44,Yes,No,No,No,No,800,4800,7440,6,Have now,Have now,NA,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,Medium
ID_0ZDLCC,C,25,No,No,No,No,No,100000,70000,120000,1,NA,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,No,NA,NA,NA,Yes,Have now,Never had,Low
ID_SOG68Z,D,23,Yes,No,Don’t know,Yes,Yes,1200,9600,12000,8,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_VQ4RKP,C,20,Don’t know or N/A,No,No,Don't know,Yes,60000,14000,300000,5,NA,Never had,No,Yes,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,No,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_6O7E0C,D,63,Yes,Yes,No,No,Yes,250,1200,3000,7,Never had,NA,NA,Yes,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,Yes,NA,NA,Low
ID_6C0OX8,A,30,Yes,No,No,Yes,Yes,2000,1000,2500,2,Never had,Never had,0,No,Female,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Used to have but don’t have now,Never had,Low
ID_DX52F7,B,73,Yes,No,No,Don't know,Yes,3900,2000,7000,30,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,Used to have but don't have now,Have now,Have now,NA,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_ZJJEGE,A,25,No,No,No,No,Yes,2600,4000,31200,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_O100VH,A,37,Yes,Yes,No,No,Yes,2500,7500,9000,10,Never had,Used to have but don’t have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_WQOLF4,C,62,No,No,No,No,Yes,840000,150000,10080000,4,NA,Never had,No,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,NA,No,No,No,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_GD4PUH,D,33,Don’t know or N/A,Don’t know or N/A,No,No,No,300,1200,2400,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_QUVAKS,C,40,Don’t know or N/A,No,No,Don't know,Don't know,520000,1300000,5700000,20,NA,Have now,No,Yes,Male,"Yes, always",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_R821UZ,A,51,Yes,No,No,Yes,Yes,500,230,100,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,Don't know,Yes,Yes,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Used to have but don’t have now,Low
ID_37KTLL,A,49,Yes,No,No,No,Yes,1000,900,2500,11,Never had,Have now,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,NA,Yes,Never had,Have now,Never had,NA,3,Never had,Have now,NA,Never had,Never had,Medium
ID_QIYFRW,A,59,Yes,No,No,No,No,300,600,500,10,Never had,Never had,Yes,Yes,Female,No,No,Never had,No,No,No,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,10,Never had,Never had,NA,Never had,Never had,Low
ID_EFJ31E,A,48,Yes,No,No,Yes,Yes,250,2000,3200,2,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_6K7P9M,A,46,Yes,No,No,No,No,1000,20000,36000,5,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,4,Never had,Have now,NA,Never had,Never had,Medium
ID_VL9PTK,A,43,Yes,Yes,No,No,Yes,5000,600,1000,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,NA,Yes,Used to have but don’t have now,Never had,Never had,NA,8,Never had,Have now,NA,Used to have but don’t have now,Never had,Medium
